5.12,5.84,0
8.12,2.13,1
3.76,-0.81,1
0.32,1.33,0
4.93,6.04,0
7.79,2.02,1
3.88,-1.26,1
0.72,2.35,0
4.87,6.85,0
8.64,2.82,1
3.67,-0.63,1
0.63,1.50,0
5.10,5.33,0
8.01,3.83,1
4.29,-1.00,1
3.13,1.55,0
6.16,5.89,0
7.60,2.88,1
3.98,-0.87,1
1.35,-1.04,0
4.84,6.44,0
8.31,2.57,1
4.60,-2.11,1
1.55,2.11,0
5.86,6.72,0
7.70,2.50,1
4.19,-0.33,1
0.56,2.04,0
3.09,6.27,0
8.32,3.71,1
5.60,-1.68,1
2.21,1.84,0
3.85,7.08,0
7.19,3.13,1
4.82,-1.77,1
1.74,2.53,0
4.88,5.45,0
8.03,1.30,1
3.95,-2.81,1
1.53,2.37,0
5.52,4.55,0
7.97,1.66,1
4.53,-0.93,1
2.19,0.91,0
5.17,5.63,0
8.08,2.72,1
5.32,-0.75,1
1.41,2.47,0
6.33,5.31,0
9.16,2.25,1
4.97,-0.34,1
2.34,1.26,0
6.10,5.49,0
8.62,1.05,1
5.35,-0.09,1
1.77,2.37,0
5.88,6.19,0
9.51,1.51,1
4.68,-0.99,1
1.30,1.85,0
3.96,4.95,0
9.42,2.13,1
4.24,-1.84,1
-0.25,1.85,0
5.04,6.24,0
7.36,2.37,1
4.36,-2.54,1
0.95,2.12,0
4.61,7.16,0
7.89,2.58,1
4.71,-1.98,1
1.60,1.68,0
4.45,4.86,0
8.75,4.27,1
4.46,-0.21,1
0.68,1.89,0
4.50,5.32,0
8.46,3.73,1
4.68,-2.03,1
0.43,1.23,0
7.10,6.16,0
8.92,2.65,1
4.31,-1.96,1
0.01,0.19,0
5.55,3.53,0
7.71,1.47,1
4.63,-1.40,1
1.20,-0.17,0
5.16,6.50,0
9.04,2.81,1
4.17,-0.50,1
1.75,1.09,0
4.55,7.60,0
8.81,2.94,1
3.08,-0.92,1
1.22,1.07,0
5.40,6.44,0
8.09,2.02,1
6.20,-0.72,1
0.69,1.63,0
4.01,6.83,0
7.30,0.73,1
3.29,-0.30,1
0.55,0.70,0
4.40,6.75,0
8.71,3.38,1
6.12,-1.80,1
